Latitude,Longitude,CrimeGroup_Name
12.972907,77.512157,MOTOR VEHICLE ACCIDENTS NON-FATAL
16.271307,74.442639,THEFT
12.54789,77.56314,DACOITY
18.007645,77.2852,CASES OF HURT
13.3321,74.7412,MISSING PERSON
13.015543,77.696474,THEFT
12.9191167,77.53933235,BURGLARY - DAY
6.752783,68.177512,MURDER
12.956439,77.598571,THEFT
12.432521,76.385755,AFFRAY
13.076075,74.859674,MOTOR VEHICLE ACCIDENTS NON-FATAL
16.755507,77.17185,MOTOR VEHICLE ACCIDENTS NON-FATAL
15.362432,75.215152,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.860661,77.7832809,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim)
13.584025,76.540227,KARNATAKA POLICE ACT 1963
13.070775,76.688318,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.293819,76.45821,CRIMINAL INTIMIDATION
77.57681415,12.9459247,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.499894,75.540378,MOTOR VEHICLE ACCIDENTS NON-FATAL
16.268999,76.993279,CASES OF HURT
13.003993,77.650679,KIDNAPPING AND ABDUCTION
77.6023558897752,12.9571879441044,THEFT
17.31709,76.821884,MOTOR VEHICLE ACCIDENTS FATAL
12.950668,75.139096,CRUELTY BY HUSBAND
16.193642,77.342338,MOTOR VEHICLE ACCIDENTS FATAL
12.938944,75.87957,CASES OF HURT
15.309478,74.912256,CHEATING
14.155422,76.014929,Karnataka State Local Act
14.224811,76.384755,CRIMES RELATED TO WOMEN
12.953781,77.540549,MISSING PERSON
13.028931,77.539711,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.931527,77.631684,THEFT
18.263313,77.253821,MOTOR VEHICLE ACCIDENTS NON-FATAL
16.730496,75.063884,Karnataka State Local Act
12.321456,69.124597,Karnataka State Local Act
12.834009,74.971063,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES
12.9899101333635,77.53556938569699,THEFT
13.525587,75.36553,PUBLIC SAFETY
17.55135,76.486585,MOTOR VEHICLE ACCIDENTS FATAL
17.328825,76.804135,MOTOR VEHICLE ACCIDENTS FATAL
16.14548,75.656324,MISSING PERSON
13.281773,74.743071,ATTEMPT TO MURDER
17.772957,77.121046,MOTOR VEHICLE ACCIDENTS NON-FATAL
16.487037,75.389023,RIOTS
12.9712603,77.6819206,KIDNAPPING AND ABDUCTION
16.956231,76.308756,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.82892,77.7198519,CRIMINAL TRESPASS
12.5706,77.3148,THEFT
12.9849851017786,77.5578334475782,THEFT
14.094333,75.543405,Karnataka State Local Act
12.987144,77.49623, CYBER CRIME
12.921142,77.572526, PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984
17.170286,75.940475,BURGLARY - DAY
14.972369,75.037525,MISSING PERSON
13.153653,77.553956,MISSING PERSON
17.2882,77.000716,MOTOR VEHICLE ACCIDENTS FATAL
13.409949,74.947794,MOTOR VEHICLE ACCIDENTS NON-FATAL
13.177454,77.295182,THEFT
14.526939,76.15565,POCSO
12.831552,77.608988,THEFT
12.760499,76.004902,Karnataka State Local Act
12.862776,74.855674,MISSING PERSON
12.942272,77.537179,CASES OF HURT
12.8896,77.7332,BURGLARY - NIGHT
12.297203,76.655903,MISSING PERSON
13.125948,76.881505,MURDER
17.057556,76.991798,BURGLARY - NIGHT
13.644384,75.981255,CASES OF HURT
16.401363,74.378754,THEFT
12.960014,77.701862, CYBER CRIME
13.07212,77.53005,CRUELTY BY HUSBAND
12.824278,77.033224,POCSO
13.437255,74.744324,KARNATAKA POLICE ACT 1963
13.31074,76.813958,MISSING PERSON
12.964447,77.57913,THEFT
12.305859,76.608091,KARNATAKA POLICE ACT 1963
12.574769,77.333229,MISSING PERSON
14.801091,75.408223, CYBER CRIME
12.327146,76.640482,MOTOR VEHICLE ACCIDENTS FATAL
13.039941,77.701694,THEFT
13.754574,77.796418,MOLESTATION
12.947669,74.820019,NEGLIGENT ACT
1.2591524,7.7331242,NEGLIGENT ACT
12.91205,77.696225,THEFT
17.588,77.2959,BURGLARY - NIGHT
13.073922,77.360243,MOTOR VEHICLE ACCIDENTS FATAL
15.446623,75.649652,KARNATAKA POLICE ACT 1963
13.11033,77.293888,MOLESTATION
15.364874,75.146976,MISSING PERSON
13.01633945821,77.6843452187,ATTEMPT TO MURDER
13.02387,77.020702,MOTOR VEHICLE ACCIDENTS NON-FATAL
13.932558,75.563449,CRIMES RELATED TO WOMEN
16.043218,77.408995,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER
12.93555,77.57781, CYBER CRIME
13.001347,77.481142,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES
15.841675,74.508903,THEFT
16.00696,77.324949,KARNATAKA POLICE ACT 1963
16.191293,77.341149,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.958214,77.526198,MISSING PERSON
13.546252,75.64266,MISSING PERSON
11.71432,76.761636,MOLESTATION
12.016139,75.985246,CASES OF HURT
14.124817,75.48926,EXPOSURE AND ABANDONMENT OF CHILD
15.458648,74.979928, CYBER CRIME
12.881269,75.031497,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES
12.933456,77.62255,BURGLARY - NIGHT
13.03941228,77.50774057,THEFT
14.470709,75.918162,THEFT
13.327972,75.785167,MOTOR VEHICLE ACCIDENTS NON-FATAL
16.471652,76.272243,KIDNAPPING AND ABDUCTION
13.020563,77.594542,FORGERY
17.170111,75.957807,MISSING PERSON
13.007898,77.557625,BURGLARY - NIGHT
12.97888,77.52666,MISSING PERSON
18.101107,77.015595,KARNATAKA POLICE ACT 1963
15.804973,75.120299,KARNATAKA POLICE ACT 1963
16.371805,75.116693,MOLESTATION
13.346375,77.125327,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.483773,77.163396,Karnataka State Local Act
17.326558,76.817612,THEFT
13.660169,77.21145,MOTOR VEHICLE ACCIDENTS NON-FATAL
13.36536,77.75004,POCSO
14.234116,75.685353,THEFT
12.992807,77.572727,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES
12.5731,75.386676,MOTOR VEHICLE ACCIDENTS NON-FATAL
16.825209,75.715881,KARNATAKA POLICE ACT 1963
15.192973,76.868536,KARNATAKA POLICE ACT 1963
15.370131,75.357488,CASES OF HURT
12.865598,74.840578,MISSING PERSON
13.817382,76.781391,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.56532752,77.42349452,THEFT
15.77121,75.299584,FORGERY
14.431398,75.940596, CYBER CRIME
13.303581,74.744161,ELECTION
15.463904,75.011413,THEFT
12.86163,74.867,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES
12.436485,75.990706,KARNATAKA POLICE ACT 1963
12.6847,77.145842,MOLESTATION
15.389013,76.040332,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.974728,77.681099,CRIMINAL INTIMIDATION
77.60102841,12.97231924,CASES OF HURT
15.864085,74.59327,MOTOR VEHICLE ACCIDENTS NON-FATAL
13.779885,75.307268,RIOTS
14.37107,75.415507,CRUELTY BY HUSBAND
12.920586,77.6351689,THEFT
12.491489,75.952194,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.92584236,77.53894852,THEFT
15.304244,75.096406,CRUELTY BY HUSBAND
13.512671,74.706999,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim)
15.483598,76.814759,THEFT
12.981802,77.526183,ATTEMPT TO MURDER
13.824006,76.033559,MOTOR VEHICLE ACCIDENTS FATAL
13.062904,77.639782, CYBER CRIME
13.913644,75.099175,MOTOR VEHICLE ACCIDENTS NON-FATAL
15.876657,74.492942,MOTOR VEHICLE ACCIDENTS NON-FATAL
13.174482,77.549278,MOTOR VEHICLE ACCIDENTS FATAL
13.951328,75.770367,MISSING PERSON
16.88,77.15,MOTOR VEHICLE ACCIDENTS NON-FATAL
17.351576,76.819405,KARNATAKA POLICE ACT 1963
13.183168,77.518878,POCSO
17.576479,76.977875,THEFT
12.337961,76.599375,MOTOR VEHICLE ACCIDENTS NON-FATAL
14.095952,76.272339,Karnataka State Local Act
12.996441,77.452528,SCHEDULED CASTE AND THE SCHEDULED TRIBES 
15.749624,74.981923,CASES OF HURT
13.0094,77.564,MOTOR VEHICLE ACCIDENTS NON-FATAL
17.8929,77.540327,MISCHIEF
15.734582,75.961004,CASES OF HURT
12.909173,76.100322,Karnataka State Local Act
12.930649,77.677746, CYBER CRIME
12.860839,77.716568,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.986425,76.108333,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.998611,77.584191,MOTOR VEHICLE ACCIDENTS NON-FATAL
13.674748,78.076549,MOTOR VEHICLE ACCIDENTS FATAL
12.911259,75.041479,MOLESTATION
13.062928,76.634773,MOTOR VEHICLE ACCIDENTS NON-FATAL
15.636371,76.639463,KARNATAKA POLICE ACT 1963
12.922543,77.60486,MISSING PERSON
17.326531,76.81743,THEFT
13.392643,77.862533,CHEATING
15.876591,74.48622,CRUELTY BY HUSBAND
13.055829,77.56457, CYBER CRIME
17.431009,76.890619,MOTOR VEHICLE ACCIDENTS NON-FATAL
15.645743,75.363012,MOTOR VEHICLE ACCIDENTS NON-FATAL
17.88587,77.581587,RIOTS
15.454165,75.009923,THEFT
12.95724406,77.5241735,THEFT
12.885524,76.206128,CASES OF HURT
77.663276,12.972254,FALSE EVIDENCE
12.783076,75.196526,MOTOR VEHICLE ACCIDENTS NON-FATAL
13.829755,76.913644,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.956305,77.545058,CASES OF HURT
12.990097,77.565277,MISSING PERSON
13.018945,74.791332,MOTOR VEHICLE ACCIDENTS NON-FATAL
13.03153015,77.50402389,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES
12.981346,77.481055,CASES OF HURT
13.01145245214,77.680345445214,BURGLARY - NIGHT
15.838704,74.505334,BURGLARY - NIGHT
16.153761,77.014845,KARNATAKA POLICE ACT 1963
12.881242,76.630973,CRUELTY BY HUSBAND
13.742729,75.852288,THEFT
14.028008,77.154429,KARNATAKA POLICE ACT 1963
14.68382,75.954272,RIOTS
13.4911,77.085608,ROBBERY
16.429805,74.648314,BURGLARY - NIGHT
16.17457,77.021468, REPRESENTATION OF PEOPLE ACT 1951 & 1988
15.298552,75.20075,THEFT
12.57491,77.324785,CASES OF HURT
12.062266,76.905998,BURGLARY - NIGHT
12.983151,77.608568,THEFT
13.379279,77.547151,MISSING PERSON
13.118866,77.773148,MOTOR VEHICLE ACCIDENTS NON-FATAL
13.315791,77.234756,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.9686,77.831899,MOTOR VEHICLE ACCIDENTS NON-FATAL
17.313462,76.855951,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.9579043310323,77.5203351491408,CrPC
13.246642,74.744285,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.98117,77.5742,THEFT
15.693503,76.003056,DOWRY DEATHS
12.134295,76.055114,ARMS ACT  1959
14.167683,75.032867,KARNATAKA POLICE ACT 1963
12.9623808,77.5365585,MOTOR VEHICLE ACCIDENTS FATAL
12.529518,76.902983,CRIMINAL INTIMIDATION
17.118074,76.936315,RAPE
13.075383,77.633413,THEFT
14.394769,74.482341,MOLESTATION
77.65211821,12.9886259,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES
15.701139,74.298092,MISSING PERSON
15.986796,75.137139,MISSING PERSON
15.923316,76.888998,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.992754,77.463346,THEFT
12.842859,77.451643,CASES OF HURT
13.02204,77.58458,CHEATING
16.805267,75.728599,COMMUNAL / RELIGION   
16.393022,74.380434,PUBLIC SAFETY
12.541353,76.322446,MISSING PERSON
13.811792,77.4096719,MOLESTATION
12.886126,77.567638,CRUELTY BY HUSBAND
12.91997026,77.60323447,THEFT
13.321312,75.775814,THEFT
15.572842,76.07628,MOLESTATION
12.905191,77.563039,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES
12.25592,76.905934,MOTOR VEHICLE ACCIDENTS FATAL
12.979971,77.791496,THEFT
16.336832,74.46705,SUICIDE
77.63945818,12.99381115,CRUELTY BY HUSBAND
13.06491,77.672668,MOTOR VEHICLE ACCIDENTS NON-FATAL
13.09,77.55,MISSING PERSON
13.313117,77.131161,THEFT
13.123878,78.058378,MOTOR VEHICLE ACCIDENTS NON-FATAL
15.917234,74.865001,MOTOR VEHICLE ACCIDENTS FATAL
15.889721,75.400428,MISSING PERSON
12.319575,76.647738,THEFT
14.621214,74.825386,THEFT
18.240771,77.40825,SCHEDULED CASTE AND THE SCHEDULED TRIBES 
12.830411,75.592503,MOTOR VEHICLE ACCIDENTS NON-FATAL
15.351834,75.146356,AFFRAY
12.783646,77.757591,MOTOR VEHICLE ACCIDENTS NON-FATAL
17.769843,77.137432,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.716354,77.272152,Karnataka State Local Act
12.971403,77.60835,CHEATING
14.309587,76.027158,PUBLIC SAFETY
12.938077,77.567358,THEFT
13.070753,77.529656,POCSO
12.881338,76.162595,DEATHS DUE TO RASHNESS/NEGLIGENCE
12.550136,76.266395,BURGLARY - NIGHT
16.416679,74.516248,MOTOR VEHICLE ACCIDENTS FATAL
77.63925246,13.01384265,CrPC
17.209992,75.86528,KIDNAPPING AND ABDUCTION
13.087031,77.411527,BURGLARY - NIGHT
13.010229,77.310033,ATTEMPT TO MURDER
13.0198638299651,77.60775543778499,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES
13.063998,77.465012,THEFT
12.8964,77.635246,MOTOR VEHICLE ACCIDENTS NON-FATAL
77.5548265,12.91505845,MISSING PERSON
15.839429,76.7303999,BURGLARY - NIGHT
12.967268,77.586689,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES
13.008017,78.448315,BURGLARY - NIGHT
13.239506,77.816753,SCHEDULED CASTE AND THE SCHEDULED TRIBES 
16.214603,76.29785,CRUELTY BY HUSBAND
14.579113,75.863921,KARNATAKA POLICE ACT 1963
14.38046,75.09833,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.968311,77.5893439,THEFT
13.079108,77.706851,MOTOR VEHICLE ACCIDENTS FATAL
13.316203,77.096782,MOTOR VEHICLE ACCIDENTS FATAL
15.365277,75.153105,ROBBERY
17.182737,76.792277,RIOTS
17.780245,76.893784,Karnataka State Local Act
13.326782,75.755753,MOTOR VEHICLE ACCIDENTS NON-FATAL
16.561983,74.635406,MOTOR VEHICLE ACCIDENTS NON-FATAL
6.752783,68.177512,BURGLARY - NIGHT
12.958629,77.715169, CYBER CRIME
16.296694,74.95216,RIOTS
77.608004,12.983243,CHEATING
13.015586,78.284326, PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984
77.50508158,13.04605184,MOTOR VEHICLE ACCIDENTS NON-FATAL
15.795308,74.757889,MOTOR VEHICLE ACCIDENTS NON-FATAL
13.435903,77.730476,THEFT
13.0811686721647,77.56064790532089, CYBER CRIME
12.798685,77.700287,THEFT
12.616876,77.088714,MOTOR VEHICLE ACCIDENTS NON-FATAL
14.469871,75.923484,MOTOR VEHICLE ACCIDENTS FATAL
16.57251,77.254969,BURGLARY - NIGHT
12.764401,77.6545249,MISSING PERSON
13.282332,74.749154,CASES OF HURT
17.881881,76.927065,CRIMINAL TRESPASS
13.048512,77.60508, CYBER CRIME
13.610134,77.517798,KARNATAKA POLICE ACT 1963
13.255665,77.653767,THEFT
16.766517,74.566338,CHEATING
13.143276,77.345459,MOTOR VEHICLE ACCIDENTS NON-FATAL
17.054565,76.088264,KARNATAKA POLICE ACT 1963
12.988639,77.573501,KARNATAKA POLICE ACT 1963
12.945057,77.614448,RIOTS
12.94871,77.522608,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES
17.85628,77.513541,MOTOR VEHICLE ACCIDENTS FATAL
12.391099,77.120196,MOTOR VEHICLE ACCIDENTS NON-FATAL
15.831127,76.587363,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim)
12.911763,77.751161,MISSING PERSON
15.344534,76.834099,MISSING PERSON
12.854991,75.175099,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.958857,77.667531,PUBLIC SAFETY
12.208243,76.939345,MOTOR VEHICLE ACCIDENTS NON-FATAL
17.075223,76.308099,CRIMINAL INTIMIDATION
14.368443,75.798115,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.764643,76.056603,SCHEDULED CASTE AND THE SCHEDULED TRIBES 
16.647054,75.077987,SCHEDULED CASTE AND THE SCHEDULED TRIBES 
13.276511,77.086867,AFFRAY
12.86127,77.599589,THEFT
12.827836,77.682116,MOTOR VEHICLE ACCIDENTS FATAL
13.017977,77.5585, CYBER CRIME
17.804777,77.468923,CASES OF HURT
16.65562,76.017204,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.979933,77.51121, CYBER CRIME
37.088342,68.177512,MURDER
13.283952,74.751666,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.114572,76.674164,BURGLARY - DAY
15.751433,74.783758,THEFT
15.681972,74.849377,BURGLARY - DAY
13.535296,75.318157,CASES OF HURT
16.301564,77.434611,CASES OF HURT
13.027736,77.558612,PUBLIC SAFETY
6.752783,97.412897,MISSING PERSON
17.608204,77.419763,THEFT
13.02407,77.58759,THEFT
13.137564,77.353775,MOTOR VEHICLE ACCIDENTS NON-FATAL
16.345583,74.739739,MOTOR VEHICLE ACCIDENTS NON-FATAL
13.158418,77.3254259,MOTOR VEHICLE ACCIDENTS FATAL
12.213087,76.892912,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.869355,74.87258,RIOTS
17.311164,76.813951,CASES OF HURT
15.335423,76.281398,THEFT
12.952482,77.570655,CRIMES RELATED TO WOMEN
13.047264,77.571425,MOTOR VEHICLE ACCIDENTS FATAL
12.96572992,77.57599004,CHEATING
12.905605,77.641726,DEATHS DUE TO RASHNESS/NEGLIGENCE
13.01037,77.70276,Karnataka State Local Act
12.9723065855981,77.50804202823421,MISSING PERSON
13.742522,76.915554,SUICIDE
13.064812,77.626085,CHEATING
12.238757,76.909049,THEFT
12.9557929883457,77.54975285089489,CASES OF HURT
12.967852,77.579193,KIDNAPPING AND ABDUCTION
1.2595127,7.7331802,PUBLIC SAFETY
16.343447,74.966291,NEGLIGENT ACT
14.392503,74.481051,MOLESTATION
13.134045,74.762225,CASES OF HURT
13.450488,76.843881,KARNATAKA POLICE ACT 1963
12.026265,77.099458,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.305276,76.290686,MISSING PERSON
14.722199,68.177512,RIOTS
15.895436,74.657859,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim)
12.990155,74.805575,THEFT
14.868774,76.779197,MOTOR VEHICLE ACCIDENTS FATAL
13.12712,77.32540666,PUBLIC SAFETY
15.408452,75.061297,MOTOR VEHICLE ACCIDENTS NON-FATAL
16.408076,74.386788,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.901701,77.63224,MOTOR VEHICLE ACCIDENTS FATAL
13.320434,76.704535,MOTOR VEHICLE ACCIDENTS FATAL
13.006153,77.832637,MISSING PERSON
12.316461,76.628779,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.99513,77.451243,CASES OF HURT
6.752783,68.177512, CYBER CRIME
13.335035,74.78516,THEFT
14.724738,75.473948,MOTOR VEHICLE ACCIDENTS NON-FATAL
14.086352,75.874305,KARNATAKA POLICE ACT 1963
13.00792,77.69402,CRIMES RELATED TO WOMEN
12.998301,77.575138,MISSING PERSON
12.929422,77.676717,CHEATING
12.018436,75.87169,THEFT
12.9560843652345,77.57561273378751,DEATHS DUE TO RASHNESS/NEGLIGENCE
12.930598,77.539821,THEFT
17.094804,76.801783,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.729589,75.886001,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim)
12.966917,77.582721,MISSING PERSON
12.509786,76.964891,CASES OF HURT
13.019144,74.672815,CRIMES RELATED TO WOMEN
17.461023,77.419273,KIDNAPPING AND ABDUCTION
12.585619,76.824004,MISSING PERSON
14.234953,74.60921,CASES OF HURT
13.166544,77.680364,POCSO
13.918842,75.064601,Disobedience to Order Promulgated by PublicServan
16.200154,77.338025,BURGLARY - NIGHT
17.998055,77.3237219,MOTOR VEHICLE ACCIDENTS NON-FATAL
14.474516,75.889548,MISSING PERSON
12.749497,75.454843,MOTOR VEHICLE ACCIDENTS FATAL
12.94256859,77.75146236,KIDNAPPING AND ABDUCTION
13.066056,77.62613,THEFT
11.88163,76.664927,MOTOR VEHICLE ACCIDENTS FATAL
16.197506,77.331233,CASES OF HURT
12.969523,77.610199,THEFT
13.03358,77.49326,POCSO
77.57606802,13.04249208,MISSING PERSON
12.990564,77.613901,PUBLIC SAFETY
16.370076,75.555109, REPRESENTATION OF PEOPLE ACT 1951 & 1988
13.024087,77.54806,MOTOR VEHICLE ACCIDENTS NON-FATAL
16.257287,74.485686,KARNATAKA POLICE ACT 1963
12.26279,75.24198,POCSO
15.346615,75.12335, CYBER CRIME
17.365974,76.830575,MOTOR VEHICLE ACCIDENTS FATAL
12.979293,77.602426,MOTOR VEHICLE ACCIDENTS NON-FATAL
16.599449,74.883214,CONSUMER
12.713471,77.692592,CHEATING
14.697192,75.443275,KARNATAKA POLICE ACT 1963
16.455914,75.285471,RIOTS
12.747979,75.92382,CASES OF HURT
